"DISPATCH UNITS",LOCATION,TYPE,ADDRESS,CITY,"CREATE DATE"
"RM49, B47, T47, E48, E47","730 DAWN WAY, GILROY, CA, 95020",GASIF,"730 DAWN WY",Gilroy,"2026-07-05 20:23"
"T47, E47, B49, E50, E49, E650, E2614",,VEGF,"749 E SIXTH ST",Gilroy,"2026-07-04 20:30"
E47,,MEDICF,"310 THIRD ST",Gilroy,"2026-07-08 01:50"
E49,"10743 GREEN VALLEY DR, GILROY, CA, 95020",AUTOAM,"10743 GREEN VALLEY DR","Santa Clara County","2026-06-12 17:49"
E49,"1350 PEREGRINE DR, GILROY, CA, 95020",MEDICF,"1350 PEREGRINE DR",Gilroy,"2026-06-18 07:50"
E47,"6500 MONTEREY RD, GILROY, CA, 95020",MEDICF,"6500 MONTEREY RD",Gilroy,"2026-06-25 17:44"
E49,"9245 SEVERANCE ST, GILROY, CA, 95020",MEDICF,"9245 SEVERANCE ST",Gilroy,"2026-06-27 22:18"
E48,"8400 CHURCH ST, GILROY, CA, 95020",MEDICF,"8400 CHURCH ST",Gilroy,"2026-07-01 04:38"
E49,"181 TRIMBLE CT, GILROY, CA, 95020",MEDICF,"181 TRIMBLE CT",Gilroy,"2026-07-03 15:19"
E48,"8170 MURRAY AVE, GILROY, CA, 95020",MEDICF,"8170 MURRAY AV",Gilroy,"2026-06-15 13:39"
"B48, E48, E47, B68, E69, WT68, E49","7540 WATERVILLE PL, GILROY, CA, 95020",GASIF,"7540 WATERVILLE PL",Gilroy,"2026-06-14 13:11"
E47,"6791 ALEXANDER ST, GILROY, CA, 95020",1033WF,"6791 ALEXANDER ST",Gilroy,"2026-06-21 09:14"
E47,"7250 MONTEREY ST, GILROY, CA, 95020",MEDICF,"7250 MONTEREY ST",Gilroy,"2026-07-17 22:56"
"RM49, E49","7610 ISABELLA WAY, GILROY, CA, 95020",MEDICF,"7610 ISABELLA WY",Gilroy,"2026-07-01 04:35"
E49,"9790 DESERT BLOOM PL, GILROY, CA, 95020",MEDICF,"9790 DESERT BLOOM PL",Gilroy,"2026-06-21 08:59"
E47,"7652 MONTEREY ST, GILROY, CA, 95020",PS,"7652 MONTEREY ST",Gilroy,"2026-07-01 15:01"
"E48, E348",,MEDICF,"1260 FIRST ST",Gilroy,"2026-07-04 14:07"
E49,"1350 PEREGRINE DR, GILROY, CA, 95020",MEDICF,"1350 PEREGRINE DR",Gilroy,"2026-06-20 11:01"
E49,,PSLIFT,"9371 ZUNI LN",Gilroy,"2026-06-15 14:22"
E47,"7250 MONTEREY ST, GILROY, CA, 95020",MEDICF,"7250 MONTEREY ST",Gilroy,"2026-06-27 22:56"
E48,"8282 MURRAY AVE, GILROY, CA, 95020",MEDICF,"8282 MURRAY AV",Gilroy,"2026-06-19 11:02"
E48,"8855 MURRAY AVE, GILROY, CA, 95020",MEDICF,"8855 MURRAY AV",Gilroy,"2026-06-15 14:27"
E47,"6770 CHURCH ST, GILROY, CA, 95020",MEDICF,"6770 CHURCH ST",Gilroy,"2026-06-21 09:26"
E48,,MEDICF,"711 FIFTH ST",Gilroy,"2026-06-21 09:51"
E49,"1210 WILLOW CT, GILROY, CA, 95020",MEDICF,"1210 WILLOW CT",Gilroy,"2026-06-15 14:40"
E49,"850 DAY RD, GILROY, CA, 95020",LOCK,"850 DAY RD",Gilroy,"2026-07-14 10:19"
E47,"275 VICTORIA DR, GILROY, CA, 95020",PSLIFT,"275 VICTORIA DR",Gilroy,"2026-07-14 10:29"
E48,"1129 MONTE BELLO DR, GILROY, CA, 95020",MEDICF,"1129 MONTE BELLO DR",Gilroy,"2026-06-27 23:24"
E48,"5920 TRAVEL PARK CIR, GILROY, CA, 95020",SMOKE,"5920 TRAVEL PARK CI",Gilroy,"2026-06-23 09:35"
E48,"8175 KERN AVE, GILROY, CA, 95020",MEDICF,"8175 KERN AV",Gilroy,"2026-07-08 23:18"
E48,"8490 WREN AVE, GILROY, CA, 95020",MEDICF,"8490 WREN AV",Gilroy,"2026-06-29 06:28"
E48,"861 MONTICELLI DR, GILROY, CA, 95020",MEDICF,"861 MONTICELLI DR",Gilroy,"2026-06-17 10:20"
E49,"10301 SANTA TERESA BLVD, GILROY, CA, 95020",AUTOAM,"10301 SANTA TERESA BLVD",COUNTY,"2026-06-24 08:08"
"E48, B50, RM49, E49, E47","7264 DOWDY ST, GILROY, CA, 95020",GASIF,"7264 DOWDY ST",Gilroy,"2026-06-23 17:29"
E47,"111 LEWIS ST, GILROY, CA, 95020",MEDICF,"111 LEWIS ST",Gilroy,"2026-06-17 10:38"
E49,"1830 SALEM AVE, GILROY, CA, 95020",AUTOAM,"1830 SALEM AV","Santa Clara County","2026-06-23 18:11"
"E49, E48","1442 MANTELLI DR, GILROY, CA, 95020",MEDICF,"1442 MANTELLI DR",Gilroy,"2026-06-22 10:10"
E47,"7150 CAMINO ARROYO, GILROY, CA, 95020",MEDICF,"7150 CAMINO ARROYO",Gilroy,"2026-06-20 12:00"
"E47, RM49","1170 AYER DR, GILROY, CA, 95020",MEDICF,"1170 AYER DR",Gilroy,"2026-06-29 06:34"
E49,"7750 WREN AVE, GILROY, CA, 95020",MEDICF,"7750 WREN AV",Gilroy,"2026-06-17 10:25"
"WT68, E68, E49, B49, E47, B68, E370","7581 HANNA ST, GILROY, CA, 95020",FIRER,"7581 HANNA ST",Gilroy,"2026-06-22 10:17"
E49,"7610 ISABELLA WAY, GILROY, CA, 95020",MEDICF,"7610 ISABELLA WY",Gilroy,"2026-06-26 08:00"
E49,"7931 MILLER AVE, GILROY, CA, 95020",MEDICF,"7931 MILLER AV",Gilroy,"2026-06-22 10:31"
E49,"7600 ISABELLA WAY, GILROY, CA, 95020",MEDICF,"7600 ISABELLA WY",Gilroy,"2026-06-15 16:04"
E49,"9731 ZUNI LN, GILROY, CA, 95020",MEDICF,"9731 ZUNI LN",Gilroy,"2026-06-19 12:59"
E48,"1055 MONTE BELLO DR APT A101, GILROY, CA, 95020",MEDICF,"1055 MONTE BELLO DR",Gilroy,"2026-06-27 07:03"
E48,"7800 CARMEL ST, GILROY, CA, 95020",1033GF,"7800 CARMEL ST",Gilroy,"2026-06-23 10:38"
E47,"290 IOOF AVE, GILROY, CA, 95020",MEDICF,"290 IOOF AV",Gilroy,"2026-06-16 16:02"
E47,"7431 RAILROAD ST, GILROY, CA, 95020",MEDICF,"7431 RAILROAD ST",Gilroy,"2026-06-15 16:36"
E47,,MEDICF,"651 W SIXTH ST",Gilroy,"2026-07-09 14:06"
E48,"500 EL INVIERNO DR, GILROY, CA, 95020",MEDICF,"500 EL INVIERNO DR",Gilroy,"2026-07-02 14:05"
E48,"1070 BYERS ST, GILROY, CA, 95020",MEDICF,"1070 BYERS ST",Gilroy,"2026-06-17 11:59"
E48,,MEDICF,"935 THIRD ST",Gilroy,"2026-06-16 18:34"
E48,"794 MANTELLI DR, GILROY, CA, 95020",MEDICF,"794 MANTELLI DR",Gilroy,"2026-06-19 13:44"
"B49, E47, E48, E49","7610 ISABELLA WAY, GILROY, CA, 95020",1033SD,"7610 ISABELLA WY",Gilroy,"2026-06-16 18:09"
E49,"8490 WREN AVE, GILROY, CA, 95020",MEDICF,"8490 WREN AV",Gilroy,"2026-06-17 12:15"
E48,"459 MADISON CT, GILROY, CA, 95020",MEDICF,"459 MADISON CT",Gilroy,"2026-06-20 13:56"
"E48, B50, E47",,MEDICF,"1015 W SIXTH ST",Gilroy,"2026-06-23 18:06"
E47,,MEDICF,"E NINTH ST/CHESTNUT ST",Gilroy,"2026-07-07 14:40"
E48,"8490 WREN AVE, GILROY, CA, 95020",MEDICF,"8490 WREN AV",Gilroy,"2026-06-28 01:21"
E49,"9389 MONTEREY RD, GILROY, CA, 95020",MEDICF,"9389 MONTEREY RD",Gilroy,"2026-06-29 19:10"
E49,"1442 MANTELLI DR, GILROY, CA, 95020",PSLIFT,"1442 MANTELLI DR",Gilroy,"2026-07-06 14:59"
"E48, E650",,FIREF,"CHURCH ST/CARLYLE CT",Gilroy,"2026-07-16 22:00"
E47,"7250 MONTEREY ST, GILROY, CA, 95020",MEDICF,"7250 MONTEREY ST",Gilroy,"2026-07-08 03:33"
E49,"1442 MANTELLI DR, GILROY, CA, 95020",MEDICF,"1442 MANTELLI DR",Gilroy,"2026-06-18 11:01"
RM49,,SMOKE,"1599 THIRD ST",Gilroy,"2026-07-02 06:15"
E48,,MEDICF,"311 FIRST ST",Gilroy,"2026-06-26 09:10"
E48,"440 SHERWOOD DR, GILROY, CA, 95020",MEDICF,"440 SHERWOOD DR",Gilroy,"2026-07-10 00:40"
E47,"7350 DOWDY ST, GILROY, CA, 95020",MEDICF,"7350 DOWDY ST",Gilroy,"2026-06-18 11:59"
E48,,MEDICF,"935 THIRD ST",Gilroy,"2026-06-29 20:27"
E48,"8490 WREN AVE, GILROY, CA, 95020",MEDICF,"8490 WREN AV",Gilroy,"2026-06-29 20:39"
E47,,AUTOAVA,"US HWY 101/HWY 25","Santa Clara County","2026-06-18 12:41"
E49,"150 FARRELL AVE, GILROY, CA, 95020",ODF,"150 FARRELL AV",Gilroy,"2026-07-07 14:29"
E47,"7400 MONTEREY ST, GILROY, CA, 95020",1033GF,"7400 MONTEREY ST",Gilroy,"2026-07-01 07:08"
E48,"8383 WREN AVE, GILROY, CA, 95020",MEDICF,"8383 WREN AV",Gilroy,"2026-07-12 14:06"
"B48, E48, E49, RM49, E47","670 DAWN WAY, GILROY, CA, 95020",GASIF,"670 DAWN WY",Gilroy,"2026-07-02 14:33"
E48,"9405 MARCELLA AVE, GILROY, CA, 95020",AUTOA,"9405 MARCELLA AV","Santa Clara County","2026-07-04 04:00"
E47,,AUTOAM,"2880 PACHECO PASS HY","Santa Clara County","2026-07-04 15:23"
E48,"375 LEAVESLEY RD, GILROY, CA, 95020",MEDICF,"375 LEAVESLEY RD",Gilroy,"2026-06-29 21:07"
E48,"491 SHERWOOD DR, GILROY, CA, 95020",MEDICF,"491 SHERWOOD DR",Gilroy,"2026-06-21 13:44"
E47,,1033GF,"200 E TENTH ST",Gilroy,"2026-07-01 16:53"
"E49, RM49","7821 CINNAMON WAY, GILROY, CA, 95020",PSLIFT,"7821 CINNAMON WY",Gilroy,"2026-06-21 12:56"
"RM49, E48, B48, E47","7423 MONTEREY ST, GILROY, CA, 95020",GASIF,"7423 MONTEREY ST",Gilroy,"2026-07-02 05:38"
"E48, E47","7820 MONTEREY ST, GILROY, CA, 95020",1181F,"7820 MONTEREY ST",Gilroy,"2026-06-18 13:18"
E47,"7800 CARMEL ST, GILROY, CA, 95020",1033GF,"7800 CARMEL ST",Gilroy,"2026-06-24 10:20"
E48,"8840 SAN YSIDRO AVE, GILROY, CA, 95020",MEDICF,"8840 SAN YSIDRO AV",Gilroy,"2026-07-09 14:52"
E48,"8291 SPRINGDALE CT, GILROY, CA, 95020",MEDICF,"8291 SPRINGDALE CT",Gilroy,"2026-06-29 08:34"
E47,"7224 HANNA ST, GILROY, CA, 95020",MEDICF,"7224 HANNA ST",Gilroy,"2026-07-18 15:32"
E48,"8400 CARMEL ST, GILROY, CA, 95020",MEDICF,"8400 CARMEL ST",Gilroy,"2026-06-25 09:19"
E48,"8890 MOREY WAY, GILROY, CA, 95020",MEDICF,"8890 MOREY WY",Gilroy,"2026-07-07 15:10"
"B48, E47",,AUTOAV,"CASTRO VALLEY RD/SANTA TERESA BL","Santa Clara County","2026-06-27 10:16"
"E48, E49, E650, B49, B68, E68, WT68, T47, E47, B48","6235 MONTEREY RD, GILROY, CA, 95020",FIRES,"6235 MONTEREY RD",Gilroy,"2026-07-04 21:26"
"E48, B47, RM49, E47",,VEGF,"W TENTH ST/MONTEREY ST",Gilroy,"2026-07-06 04:58"
E48,"1055 MONTE BELLO DR APT A101, GILROY, CA, 95020",MEDICF,"1055 MONTE BELLO DR",Gilroy,"2026-06-30 08:48"
E49,,AUTOAVA,"HECKER PASS HWY/POLE LINE RD","Santa Clara County","2026-06-29 08:45"
E47,"7411 RAILROAD ST, GILROY, CA, 95020",MEDICF,"7411 RAILROAD ST",Gilroy,"2026-07-01 17:52"
"E49, RM49","9492 EAGLE HILLS WAY, GILROY, CA, 95020",MEDICF,"9492 EAGLE HILLS WY",Gilroy,"2026-06-24 11:40"
E49,,AUTOAVA,"(UNKNOWN ADDRESS)",Gilroy,"2026-07-12 00:33"
E47,"700 ANTONIO CT, GILROY, CA, 95020",MEDICF,"700 ANTONIO CT",Gilroy,"2026-07-04 21:40"
E48,"7430 WREN AVE, GILROY, CA, 95020",1033GF,"7430 WREN AV",Gilroy,"2026-06-28 06:41"
E48,"910 BLAKE CT, GILROY, CA, 95020",MEDICF,"910 BLAKE CT",Gilroy,"2026-07-02 15:36"
E48,"1271 SWANER DR, GILROY, CA, 95020",MEDICF,"1271 SWANER DR",Gilroy,"2026-06-18 15:11"
E49,"9620 PRAIRIE OWL CT, GILROY, CA, 95020",MEDICF,"9620 PRAIRIE OWL CT",Gilroy,"2026-07-01 08:46"
E47,,MEDICF,"6351 CAMERON BL",Gilroy,"2026-06-24 11:58"
E49,"1060 DAY RD, GILROY, CA, 95020",AUTOAM,"1060 DAY RD",Gilroy,"2026-07-13 20:56"
B48,"7070 CHESTNUT ST, GILROY, CA, 95020",FMIS,"7070 CHESTNUT ST",Gilroy,"2026-07-02 08:26"
E48,"7561 FILICE DR, GILROY, CA, 95020",PSLIFT,"7561 FILICE DR",Gilroy,"2026-07-03 17:50"
E47,"30 ERVIN CT, GILROY, CA, 95020",MEDICF,"30 ERVIN CT",Gilroy,"2026-07-15 13:10"
E48,"8200 KERN AVE, GILROY, CA, 95020",MEDICF,"8200 KERN AV",Gilroy,"2026-07-13 21:09"
E48,"8383 WREN AVE, GILROY, CA, 95020",MEDICF,"8383 WREN AV",Gilroy,"2026-07-11 13:26"
E48,,1033GF,"7701 HANNA ST",Gilroy,"2026-07-06 16:17"
"RM49, E69","7590 TURNBERRY WAY, GILROY, CA, 95020",PSLIFT,"7590 TURNBERRY WY",Gilroy,"2026-06-24 12:35"
E48,"1170 AYER DR, GILROY, CA, 95020",MEDICF,"1170 AYER DR",Gilroy,"2026-07-06 05:36"
E49,"41 COHANSEY AVE, GILROY, CA, 95020",DUMPF,"41 COHANSEY AV",Gilroy,"2026-07-04 22:05"
"E49, RM49",,MEDICF,"1260 FIRST ST",Gilroy,"2026-06-27 12:10"
E47,"5755 ROSSI LN, GILROY, CA, 95020",MEDICF,"5755 ROSSI LN",Gilroy,"2026-07-06 15:47"
"E48, E49, RM49, B48, E47",,1033SD,"200 E TENTH ST",Gilroy,"2026-06-27 12:06"
"E47, E68, B48, E48",,FIREOF,"LEAVESLEY RD/US HWY 101",Gilroy,"2026-07-02 16:42"
E47,"7526 MONTEREY ST, GILROY, CA, 95020",MEDICF,"7526 MONTEREY ST",Gilroy,"2026-06-30 10:00"
E49,"9280 BRIARBERRY LN, GILROY, CA, 95020",PSLIFT,"9280 BRIARBERRY LN",Gilroy,"2026-07-10 02:52"
E47,"8095 CAMINO ARROYO, GILROY, CA, 95020",MEDICF,"8095 CAMINO ARROYO",Gilroy,"2026-06-24 13:02"
E47,"6520 HASTINGS PL, GILROY, CA, 95020",MEDICF,"6520 HASTINGS PL",Gilroy,"2026-06-24 14:24"
E47,"650 HOLLOWAY RD, GILROY, CA, 95020",MEDICF,"650 HOLLOWAY RD",Gilroy,"2026-06-26 12:45"
E49,"7641 SANTA PAULA DR, GILROY, CA, 95020",MEDICF,"7641 SANTA PAULA DR",Gilroy,"2026-06-29 10:45"
E48,"8170 MURRAY AVE, GILROY, CA, 95020",MEDICF,"8170 MURRAY AV",Gilroy,"2026-07-01 18:43"
"RM49, E49","7600 ISABELLA WAY, GILROY, CA, 95020",MEDICF,"7600 ISABELLA WY",Gilroy,"2026-06-24 14:01"
RM49,"7040 VALLEY FORGE DR, GILROY, CA, 95020",PSLIFT,"7040 VALLEY FORGE DR",Gilroy,"2026-07-11 02:31"
E49,"8421 GOLDENROD CIR, GILROY, CA, 95020",MEDICF,"8421 GOLDENROD CI",Gilroy,"2026-06-29 11:20"
E47,"1735 DUNLAP AVE, GILROY, CA, 95020",AUTOAVA,"1735 DUNLAP AV","Santa Clara County","2026-07-13 21:55"
E47,,MEDICF,"651 W SIXTH ST",Gilroy,"2026-07-02 17:36"
E49,"967 MARTIRI CT, GILROY, CA, 95020",MEDICF,"967 MARTIRI CT",Gilroy,"2026-07-03 08:43"
E47,"7451 ROSANNA ST, GILROY, CA, 95020",MEDICF,"7451 ROSANNA ST",Gilroy,"2026-06-30 10:54"
E48,"8657 SAN YSIDRO AVE, GILROY, CA, 95020",MEDICF,"8657 SAN YSIDRO AV",Gilroy,"2026-06-25 13:08"
"E48, E47","7520 ARROYO CIR, GILROY, CA, 95020",MEDICF,"7520 ARROYO CI",Gilroy,"2026-07-09 14:30"
E48,"8271 GLENWOOD DR, GILROY, CA, 95020",MEDICF,"8271 GLENWOOD DR",Gilroy,"2026-06-27 13:44"
"E47, RM49","6951 MONTEREY RD, GILROY, CA, 95020",MEDICF,"6951 MONTEREY RD",Gilroy,"2026-06-24 15:13"
E47,"7250 MONTEREY ST, GILROY, CA, 95020",MEDICF,"7250 MONTEREY ST",Gilroy,"2026-07-04 22:39"
E49,"850 DAY RD, GILROY, CA, 95020",1033GF,"850 DAY RD",Gilroy,"2026-06-24 16:34"
E50,"7268 MILLER AVE, GILROY, CA, 95020",MEDICF,"7268 MILLER AV",Gilroy,"2026-07-03 19:06"
E47,"7433 MONTEREY ST, GILROY, CA, 95020",MEDICF,"7433 MONTEREY ST",Gilroy,"2026-06-26 13:42"
E47,"7433 MONTEREY ST, GILROY, CA, 95020",MEDICF,"7433 MONTEREY ST",Gilroy,"2026-06-26 13:58"
E48,"7930 MONTEREY ST, GILROY, CA, 95020",MEDICF,"7930 MONTEREY ST",Gilroy,"2026-07-10 03:45"
"E47, E48",,1181F,"FIRST ST/MONTEREY ST",Gilroy,"2026-06-27 13:51"
E47,"650 HOLLOWAY RD, GILROY, CA, 95020",MEDICF,"650 HOLLOWAY RD",Gilroy,"2026-06-27 14:07"
"RM49, E49","7610 ISABELLA WAY, GILROY, CA, 95020",MEDICF,"7610 ISABELLA WY",Gilroy,"2026-06-28 10:20"
E47,"7475 CAMINO ARROYO, GILROY, CA, 95020",MEDICF,"7475 CAMINO ARROYO",Gilroy,"2026-06-25 14:06"
T47,,AUTOAM,"101/BUENA VISTA","Santa Clara County","2026-07-01 10:49"
E48,"9080 SAN YSIDRO AVE, GILROY, CA, 95020",MEDICF,"9080 SAN YSIDRO AV",Gilroy,"2026-07-02 18:32"
T47,"5810 OBATA WAY, GILROY, CA, 95020",1033WF,"5810 OBATA WY",Gilroy,"2026-07-01 11:00"
E49,"9790 DESERT BLOOM PL, GILROY, CA, 95020",MEDICF,"9790 DESERT BLOOM PL",Gilroy,"2026-07-08 06:23"
E48,"8271 GLENWOOD DR, GILROY, CA, 95020",MEDICF,"8271 GLENWOOD DR",Gilroy,"2026-06-27 14:36"
"E47, E49","7371 HANNA ST, GILROY, CA, 95020",MEDICF,"7371 HANNA ST",Gilroy,"2026-07-01 10:45"
E49,"851 RYAN CT, GILROY, CA, 95020",MEDICF,"851 RYAN CT",Gilroy,"2026-06-27 14:47"
E47,"7150 MONTEREY ST, GILROY, CA, 95020",MEDICF,"7150 MONTEREY ST",Gilroy,"2026-07-12 14:56"
E47,,MEDICF,"164 W TENTH ST",Gilroy,"2026-07-03 09:58"
E49,"8490 WREN AVE, GILROY, CA, 95020",MEDICF,"8490 WREN AV",Gilroy,"2026-06-25 14:28"
E48,"7610 ISABELLA WAY, GILROY, CA, 95020",MEDICF,"7610 ISABELLA WY",Gilroy,"2026-06-24 16:40"
"E47, B48",,AUTOAVA,"US HWY 101/LEAVESLEY RD",Gilroy,"2026-07-02 18:49"
E47,"6770 CHURCH ST, GILROY, CA, 95020",MEDICF,"6770 CHURCH ST",Gilroy,"2026-06-29 12:01"
E48,,MEDICF,"935 THIRD ST",Gilroy,"2026-06-26 14:23"
E47,"7371 HANNA ST, GILROY, CA, 95020",MEDICF,"7371 HANNA ST",Gilroy,"2026-06-30 11:57"
E48,"7642 SANTA MARIA CT, GILROY, CA, 95020",MEDICF,"7642 SANTA MARIA CT",Gilroy,"2026-07-07 16:07"
E69,"7687 HACKETT DR, GILROY, CA, 95020",MEDICF,"7687 HACKETT DR",Gilroy,"2026-07-04 17:44"
E48,"9125 DESIDERIO WAY, GILROY, CA, 95020",MEDICF,"9125 DESIDERIO WY",Gilroy,"2026-06-30 12:09"
"E48, RM49, B47, E47","6705 CAMINO ARROYO, GILROY, CA, 95020",GASIF,"6705 CAMINO ARROYO",Gilroy,"2026-07-06 17:02"
E48,,MEDICF,"935 THIRD ST",Gilroy,"2026-07-11 03:03"
E48,"7931 MILLER AVE, GILROY, CA, 95020",MEDICF,"7931 MILLER AV",Gilroy,"2026-07-02 18:52"
E47,,MEDICF,"650 FIFTH ST",Gilroy,"2026-07-17 23:44"
E48,"8831 MURAOKA DR, GILROY, CA, 95020",MEDICF,"8831 MURAOKA DR",Gilroy,"2026-07-06 07:10"
E47,,AUTOAM,"101N OFF MASTEN AV RP/MASTEN AV","Santa Clara County","2026-06-27 15:46"
E47,"7250 MONTEREY ST, GILROY, CA, 95020",MEDICF,"7250 MONTEREY ST",Gilroy,"2026-07-11 03:37"
E47,,FIREOF,"595 E SEVENTH ST",Gilroy,"2026-07-04 23:10"
E47,,MEDICF,"310 THIRD ST",Gilroy,"2026-07-03 10:57"
"B47, E48","3005 DUVALL CT, GILROY, CA, 95020",AUTOAV,"3005 DUVALL CT","Santa Clara County","2026-07-12 15:17"
E47,,SMOKE,"749 E SIXTH ST",Gilroy,"2026-06-28 11:56"
E49,"8401 GOLDENROD CIR, GILROY, CA, 95020",PSLIFT,"8401 GOLDENROD CI",Gilroy,"2026-07-16 01:28"
E49,"1469 BAY TREE DR, GILROY, CA, 95020",MEDICF,"1469 BAY TREE DR",Gilroy,"2026-06-27 15:56"
E48,"400 KENNEDY CT, GILROY, CA, 95020",MEDICF,"400 KENNEDY CT",Gilroy,"2026-06-30 12:39"
E47,"7439 EIGLEBERRY ST, GILROY, CA, 95020",MEDICF,"7439 EIGLEBERRY ST",Gilroy,"2026-07-03 20:12"
E48,"8282 MURRAY AVE, GILROY, CA, 95020",MEDICF,"8282 MURRAY AV",Gilroy,"2026-06-28 11:53"
E49,"6110 MONTEREY RD, GILROY, CA, 95020",MEDICF,"6110 MONTEREY RD",Gilroy,"2026-07-03 11:05"
"WT68, B48, E68, E47, WT78, E78, B78",,VEGF,"US HWY 101/MONTEREY RD ON 101S RP",Gilroy,"2026-06-30 12:33"
RM49,"7542 TURNBERRY WAY, GILROY, CA, 95020",PSLIFT,"7542 TURNBERRY WY",Gilroy,"2026-06-28 12:23"
"E49, E48",,1181F,"SANTA TERESA BL/LONGMEADOW DR",Gilroy,"2026-07-09 16:11"
E48,"260 FARRELL AVE, GILROY, CA, 95020",MEDICF,"260 FARRELL AV",Gilroy,"2026-07-13 21:56"
E69,"8210 MEADOW WOOD CT, GILROY, CA, 95025",MEDICF,"8210 MEADOW WOOD CT",Gilroy,"2026-07-06 08:00"
"RM49, E47","5834 CALIENTE WAY, GILROY, CA, 95020",MEDICF,"5834 CALIENTE WY",Gilroy,"2026-07-08 07:01"
E48,"8170 MURRAY AVE, GILROY, CA, 95020",MEDICF,"8170 MURRAY AV",Gilroy,"2026-07-07 08:04"
"RM49, E48",,MEDICF,"100 FOURTH ST",Gilroy,"2026-06-30 12:51"
"E47, RM49","6650 TECATE LN, GILROY, CA, 95020",MEDICF,"6650 TECATE LN",Gilroy,"2026-07-06 07:43"
E48,"8170 MURRAY AVE, GILROY, CA, 95020",MEDICF,"8170 MURRAY AV",Gilroy,"2026-07-13 12:51"
E47,,MEDICF,"601 E SEVENTH ST",Gilroy,"2026-07-10 04:52"
E47,"5422 MESA RD, GILROY, CA, 95020",MEDICF,"5422 MESA RD",Gilroy,"2026-07-10 14:21"
E47,"7225 MONTEREY ST, GILROY, CA, 95020",MEDICF,"7225 MONTEREY ST",Gilroy,"2026-07-14 11:20"
E48,,MEDICF,"935 THIRD ST",Gilroy,"2026-07-06 08:15"
"RM49, E48","7542 TURNBERRY WAY, GILROY, CA, 95020",MEDICF,"7542 TURNBERRY WY",Gilroy,"2026-06-28 14:20"
"E48, E49",,1054F,"350 MANTELLI DR",Gilroy,"2026-07-08 15:56"
E48,"8282 MURRAY AVE, GILROY, CA, 95020",MEDICF,"8282 MURRAY AV",Gilroy,"2026-07-09 16:16"
"E48, E47",,MEDICF,"1240 THIRD ST",Gilroy,"2026-07-03 11:42"
E47,"7110 CAMINO ARROYO, GILROY, CA, 95020",MEDICF,"7110 CAMINO ARROYO",Gilroy,"2026-07-01 21:04"
RM49,"7049 MILLER AVE, GILROY, CA, 95020",TESTF,"7049 MILLER AV",Gilroy,"2026-07-10 14:42"
E49,,AUTOAV,"NO NAME UNO/RUCKER AV","Santa Clara County","2026-07-06 18:59"
"E47, RM49","8315 KERN AVE, GILROY, CA, 95020",1033SD,"8315 KERN AV",Gilroy,"2026-07-05 09:53"
E50,"5522 MESA RD, GILROY, CA, 95020",MEDICF,"5522 MESA RD",Gilroy,"2026-07-03 11:56"
E48,,MEDICF,"845 FIRST ST",Gilroy,"2026-07-09 16:41"
E49,"9389 MONTEREY RD, GILROY, CA, 95020",MEDICF,"9389 MONTEREY RD",Gilroy,"2026-07-12 03:00"
E49,"1700 COLONY CT, GILROY, CA, 95020",PSLIFT,"1700 COLONY CT",Gilroy,"2026-07-04 18:55"
E50,"7049 MILLER AVE, GILROY, CA, 95020",TESTF,"7049 MILLER AV",Gilroy,"2026-07-04 10:04"
"E68, E47, WT68, B47, E48",,VEGF,"US HWY 101/AUTOMALL PARKWAY ON 101N RP",Gilroy,"2026-07-06 19:01"
E47,,MEDICF,"850 PACHECO PASS HY",Gilroy,"2026-07-09 06:09"
"E48, RM49, E47","5480 MONTEREY RD, GILROY, CA, 95020",MEDICF,"5480 MONTEREY RD",Gilroy,"2026-07-06 19:15"
"E650, E48","410 GARFIELD CT, GILROY, CA, 95020",MEDICF,"410 GARFIELD CT",Gilroy,"2026-07-16 13:17"
E49,"9672 CHERRYWOOD CT, GILROY, CA, 95020",MEDICF,"9672 CHERRYWOOD CT",Gilroy,"2026-07-03 13:01"
E48,"8500 WREN AVE, GILROY, CA, 95020",MEDICF,"8500 WREN AV",Gilroy,"2026-07-05 01:01"
"E49, RM49, B47, E649, E48","8333 SWANSTON LN, GILROY, CA, 95020",VEGF,"8333 SWANSTON LN",Gilroy,"2026-07-10 14:28"
E47,"7250 MONTEREY ST, GILROY, CA, 95020",MEDICF,"7250 MONTEREY ST",Gilroy,"2026-07-16 23:44"
E48,,MEDICF,"350 W SIXTH ST",Gilroy,"2026-07-09 17:25"
E47,"84 CASPIAN WAY, GILROY, CA, 95020",MEDICF,"84 CASPIAN WY",Gilroy,"2026-07-15 01:56"
"E50, B48, E48, E49",,VEGF,"1599 THIRD ST",Gilroy,"2026-07-14 20:16"
"E69, E48","1810 ROSEMARY DR, GILROY, CA, 95020",PSLIFT,"1810 ROSEMARY DR",Gilroy,"2026-07-18 17:54"
E47,"6775 STEPHAN CT, GILROY, CA, 95020",ODF,"6775 STEPHAN CT",Gilroy,"2026-07-16 13:29"
E650,"7600 ISABELLA WAY, GILROY, CA, 95020",SMOKE,"7600 ISABELLA WY",Gilroy,"2026-07-05 01:36"
E48,"8326 SWANSTON LN, GILROY, CA, 95020",MEDICF,"8326 SWANSTON LN",Gilroy,"2026-07-13 03:55"
"E49, B47, E48, RM49",,VEGF,"PONDEROSA DR/THIRD ST",Gilroy,"2026-07-18 00:44"
